study_name,study_folder,objective_metric,git_hash,git_hash_short,git_commit_time,git_message,trial_number,state,datetime_start,datetime_complete,duration_min,optuna_score,optuna_searched,cfg_n_heads,cfg_n_layers,cfg_head_dim,cfg_hidden_size,cfg_max_ep_len,cfg_activation_function,cfg_action_tanh,cfg_attn_pdrop,cfg_embd_pdrop,cfg_resid_pdrop,cfg_use_structured_dropout,cfg_structured_dropout_bottleneck,cfg_structured_dropout_rate,cfg_lr,cfg_momentum,cfg_batch_size,cfg_n_epochs,cfg_early_stopping_patience,cfg_lr_scheduler_patience,cfg_loss,cfg_action_dim,cfg_dataset,cfg_fp_dim,cfg_n_in_state,cfg_valid_set,cfg_random_state,cfg_bb_reward,cfg_bb_scale,cfg_dead_end_reward,cfg_dead_end_scale,cfg_intermediate_reward,cfg_intermediate_scale,cfg_beam_width,cfg_eval_n_batches,cfg_eval_routes_frequency,jsonl_last_epoch,total_jsonl_epochs,fraction_targets_solved,optuna_dropout,optuna_head_dim,optuna_lr,optuna_n_heads,optuna_n_layers,epoch_count,final_train_loss,final_train_action_accuracy,final_valid_loss,final_valid_action_accuracy,final_valid_route_accuracy,best_valid_action_accuracy,best_valid_route_accuracy,seconds_per_epoch,optuna_structured_dropout_bottleneck,optuna_structured_dropout_rate,optuna_attn_pdrop,optuna_embd_pdrop,optuna_resid_pdrop,max_complete_epoch_in_study,epoch_ran_fraction,is_incomplete,is_early_stopped,is_jsonl_unreliable,incomplete_reason,estimated_valid_action_accuracy,estimated_valid_route_accuracy,estimation_n_ref
compare_small_standard_dropout_baseline,hypertune-compare_small_standard_dropout_baseline,valid_route_accuracy,99d9854f1a3c2a8e6ea2b15482bd3e79ccaedb2d,99d9854f,2026-06-14T23:05:13+00:00,add structured_dropout_bottleneck to optuna search space and runner override,0,COMPLETE,2026-06-14 23:06:32.734140,2026-06-14 23:10:19.844678,3.8,0.296875,dropout|head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.1,0.1,0.1,False,,,0.211,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,16,17.0,0.296875,0.1,256.0,0.211,1.0,3.0,17.0,0.012960671251428059,0.24305952416759408,0.05617608835122415,0.2408789734127317,0.05184632599776203,0.2545500293550281,0.07068258112644536,9.239742040634155,,,,,,200.0,0.085,False,True,False,early_stopped,,,
compare_small_structured_dropout,hypertune-compare_small_structured_dropout,valid_route_accuracy,bc540b24ce63fa48db3d2f63634c29db3518c9db,bc540b24,2026-06-15T04:15:34+00:00,bump version to 0.1.5 and add release notes,0,COMPLETE,2026-06-15 04:29:00.861064,2026-06-15 04:35:00.710483,6.0,0.2537951857753921,dropout|head_dim|lr|n_heads|n_layers|structured_dropout_bottleneck,1.0,3.0,256.0,256.0,20.0,relu,False,0.1,0.1,0.1,True,131.0,,0.211,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,30,31.0,0.1796875,0.1,256.0,0.211,1.0,3.0,31.0,0.011533939181721176,0.21699200930409762,0.04562763519130558,0.2121949173865638,0.0391644908616188,0.2537951857753921,0.06135770234986945,9.25743317604065,131.0,,,,,46.0,0.155,False,True,False,early_stopped,,,
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,10,COMPLETE,2026-06-17 05:12:52.017945,2026-06-17 06:24:24.544021,71.5,0.04244709316468013,dropout|head_dim|lr|n_heads|n_layers,1.0,32.0,128.0,128.0,20.0,relu,False,0.09596862157916104,0.09596862157916104,0.09596862157916104,False,,,0.0005916581909849158,0.98,512.0,100.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,99,100.0,0.28125,0.09596862157916104,128.0,0.0005916581909849158,1.0,32.0,100.0,0.089019507578941,0.25364700920435657,0.12631344001076017,0.2502793863659453,0.03879834590124057,0.2534796301940465,0.04244709316468013,37.05804705619812,,,,,,100.0,1.0,False,False,False,complete,,,
compare2_small_standard_dropout,hypertune-compare2_small_standard_dropout,valid_route_accuracy,a7319b783badc12d129e3aeb7e5165f0e4e2a31f,a7319b78,2026-06-15T05:43:54+00:00,"plot-learning-curves: larger fonts, doubled line width, 50% alpha",0,COMPLETE,2026-06-15 05:46:35.108966,2026-06-15 05:53:00.457202,6.4,0.252453241633817,dropout|head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.1,0.1,0.1,False,,,0.211,0.98,512.0,200.0,20.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,33,34.0,0.2890625,0.1,256.0,0.211,1.0,3.0,34.0,0.008154964914534834,0.24693957349535298,0.0546195112651081,0.24767256562945567,0.0566952629615815,0.252453241633817,0.060798209623274896,9.480803966522217,,,,,,200.0,0.17,False,True,False,early_stopped,,,
compare_small_standard_dropout_baseline,hypertune-compare_small_standard_dropout_baseline,valid_route_accuracy,99d9854f1a3c2a8e6ea2b15482bd3e79ccaedb2d,99d9854f,2026-06-14T23:05:13+00:00,add structured_dropout_bottleneck to optuna search space and runner override,10,COMPLETE,2026-06-15 02:02:42.866435,2026-06-15 02:06:37.751887,3.9,0.25136291201878724,dropout|head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.402879487009259,0.402879487009259,0.402879487009259,False,,,0.3755529714901235,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,16,17.0,0.3359375,0.402879487009259,256.0,0.3755529714901235,1.0,3.0,17.0,0.025568289841017264,0.2301861822119289,0.06246455077226052,0.24465319131091168,0.054270794479671765,0.25136291201878724,0.060984707198806415,9.784601926803589,,,,,,200.0,0.085,False,True,False,early_stopped,,,
small_baseline,hypertune-small_baseline,valid_route_accuracy,4b2f119ca23f517ef35cf582b8de71a0b38ed4f5,4b2f119c,2026-06-14T21:36:49+00:00,add --eval-n-batches to hypertune; fix missing logger in runner; reduce small.yaml eval defaults,4,COMPLETE,2026-06-14 22:47:34.510173,2026-06-14 22:53:12.377471,5.6,0.0,dropout|head_dim|lr|n_heads|n_layers,3.0,4.0,64.0,192.0,20.0,relu,False,0.19786492353104754,0.19786492353104754,0.19786492353104754,False,,,0.19539607332795184,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,30,31.0,,0.19786492353104754,64.0,0.19539607332795184,3.0,4.0,31.0,0.011430737919660962,0.213021726271042,0.046699886092461555,0.21362073303698734,0.0432674375233122,0.25094355447454497,0.060798209623274896,9.062215805053711,,,,,,153.0,0.155,False,True,False,early_stopped,,,
compare_small_standard_dropout_baseline,hypertune-compare_small_standard_dropout_baseline,valid_route_accuracy,99d9854f1a3c2a8e6ea2b15482bd3e79ccaedb2d,99d9854f,2026-06-14T23:05:13+00:00,add structured_dropout_bottleneck to optuna search space and runner override,5,COMPLETE,2026-06-15 00:30:47.989264,2026-06-15 00:35:29.635967,4.7,0.25052419693030276,dropout|head_dim|lr|n_heads|n_layers,1.0,2.0,128.0,128.0,20.0,relu,False,0.12343707411498486,0.12343707411498486,0.12343707411498486,False,,,0.22206474154972863,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,29,30.0,0.34375,0.12343707411498486,128.0,0.22206474154972863,1.0,2.0,30.0,0.011667587516554207,0.2321713237284567,0.0637296770083984,0.23425312421370462,0.05016784781797837,0.25052419693030276,0.060798209623274896,7.072827339172363,,,,,,200.0,0.15,False,True,False,early_stopped,,,
sunday-optuna-test-small-7-trials-40-epochs,hypertune-incomplete,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",1,FAIL,2026-06-14 16:07:40.744409,2026-06-14 16:27:20.241613,19.7,,dropout|head_dim|lr|n_heads|n_layers,8.0,32.0,128.0,1024.0,20.0,relu,False,0.26453415479476344,0.26453415479476344,0.26453415479476344,False,,,0.023808964839348995,0.98,512.0,40.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,2,3.0,,0.26453415479476344,128.0,0.023808964839348995,8.0,32.0,3.0,0.04413047978993167,0.25790798167253187,0.049660642531567385,0.24473706281976013,0.06415516598284222,0.2473370795940619,0.06415516598284222,298.0247554779053,,,,,,40.0,0.075,True,False,False,killed,0.323304,0.102589,1.0
baseline-standard-lr211-100epochs,hypertune-baseline-standard-lr211-100epochs,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,1,FAIL,2026-06-16 13:35:11.962354,2026-06-16 14:16:25.197027,41.2,,dropout|head_dim|lr|n_heads|n_layers,4.0,3.0,256.0,1024.0,20.0,relu,False,0.08984198483020613,0.08984198483020613,0.08984198483020613,False,,,0.0005463494759354172,0.98,64.0,200.0,25.0,15.0,crossEntropyLoss,2957.0,large,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,100.0,29,30.0,,0.08984198483020613,256.0,0.0005463494759354172,4.0,3.0,30.0,0.014475669418409689,0.2551408267818778,0.05337163805961609,0.24113718755962602,0.029403475810239547,0.24365579087960312,0.030812588069516204,73.47153663635254,,,,,,,0.15,False,False,False,no_complete_ref,,,
baseline_small_hyperparameter_tuning,hypertune-baseline_small_hyperparameter_tuning,valid_route_accuracy,96661e62769fd797bedcb96b1977fbd20daf933c,96661e62,2026-06-15T17:41:54+00:00,"plot-learning-curves: include RUNNING trials, not just COMPLETE",7,COMPLETE,2026-06-15 23:09:30.892036,2026-06-15 23:16:57.754184,7.4,0.060984707198806415,head_dim|lr|n_heads|n_layers,2.0,3.0,128.0,256.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.19086334128092,0.98,512.0,80.0,30.0,10.0,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,40,41.0,0.3203125,,128.0,0.19086334128092,2.0,3.0,41.0,0.006676496497344819,0.24960648078523376,0.057773368680500425,0.24213704604545835,0.05296531145095114,0.24213704604545835,0.060984707198806415,9.191784620285034,,,,,,80.0,0.5125,False,True,False,early_stopped,,,
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,9,COMPLETE,2026-06-17 04:21:56.819000,2026-06-17 05:12:51.871406,50.9,0.046217465336901,dropout|head_dim|lr|n_heads|n_layers,1.0,8.0,256.0,256.0,20.0,relu,False,0.014297239343310574,0.014297239343310574,0.014297239343310574,False,,,6.074842756895384e-05,0.98,512.0,100.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,99,100.0,0.253125,0.014297239343310574,256.0,6.074842756895384e-05,1.0,8.0,100.0,0.4040456591456225,0.24413253281067804,0.41069643465123434,0.24093264248704663,0.046217465336901,0.24093264248704663,0.046217465336901,24.319992780685425,,,,,,100.0,1.0,False,False,False,complete,,,
sunday-optuna-test-small-10-trials-50-epochs,hypertune_rsynced_from_taco,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",2,COMPLETE,2026-06-14 17:17:19.259775,2026-06-14 17:31:40.752407,14.4,0.25,dropout|head_dim|lr|n_heads|n_layers,1.0,12.0,64.0,64.0,20.0,relu,False,0.038776489771374385,0.038776489771374385,0.038776489771374385,False,,,0.0002421508040010929,0.98,512.0,50.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,49,50.0,0.25,0.038776489771374385,64.0,0.0002421508040010929,1.0,12.0,50.0,0.38443567299030046,0.2398111107769122,0.3739621898248082,0.23911767172691437,0.05818724356583364,0.23911767172691437,0.05818724356583364,10.298912525177002,,,,,,50.0,1.0,False,False,False,complete,,,
sunday-optuna-test-small-10-trials-50-epochs,hypertune_rsynced_from_taco/hypertune_rsynced_from_taco,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",2,COMPLETE,2026-06-14 17:17:19.259775,2026-06-14 17:31:40.752407,14.4,0.25,dropout|head_dim|lr|n_heads|n_layers,1.0,12.0,64.0,64.0,20.0,relu,False,0.038776489771374385,0.038776489771374385,0.038776489771374385,False,,,0.0002421508040010929,0.98,512.0,50.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,49,50.0,0.25,0.038776489771374385,64.0,0.0002421508040010929,1.0,12.0,50.0,0.38443567299030046,0.2398111107769122,0.3739621898248082,0.23911767172691437,0.05818724356583364,0.23911767172691437,0.05818724356583364,10.298912525177002,,,,,,50.0,1.0,False,False,False,complete,,,
baseline_small_hyperparameter_tuning,hypertune-baseline_small_hyperparameter_tuning,valid_route_accuracy,96661e62769fd797bedcb96b1977fbd20daf933c,96661e62,2026-06-15T17:41:54+00:00,"plot-learning-curves: include RUNNING trials, not just COMPLETE",8,COMPLETE,2026-06-15 23:16:57.822575,2026-06-15 23:41:28.297679,24.5,0.05911973144349123,head_dim|lr|n_heads|n_layers,2.0,4.0,256.0,512.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.05891707268312735,0.98,512.0,80.0,30.0,10.0,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,73,74.0,0.3046875,,256.0,0.05891707268312735,2.0,4.0,74.0,0.006507985344135456,0.23335438786456925,0.0370522743670292,0.21705946489977354,0.04606490115628497,0.23626604042606728,0.05911973144349123,18.845149278640747,,,,,,80.0,0.925,False,False,False,complete,,,
nodropout-sd,hypertune-nodropout-sd,valid_route_accuracy,33df126f18ce48c5ef27a0a1ef320b3a079875d4,33df126f,2026-06-15T12:45:20+00:00,5trials,0,COMPLETE,2026-06-15 14:25:02.801659,2026-06-15 14:43:26.193878,18.4,0.054084296904140246,head_dim|lr|n_heads|n_layers|structured_dropout_bottleneck|structured_dropout_rate,1.0,3.0,256.0,256.0,20.0,relu,False,0.0,0.0,0.0,True,331.0,0.9653259919608063,0.211,0.98,512.0,200.0,20.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,53,54.0,0.3359375,,256.0,0.211,1.0,3.0,54.0,0.006909691481268965,0.21684161979526975,0.053013509736047126,0.2017948502893567,0.04196195449459157,0.2350079677933406,0.054084296904140246,18.02648425102234,331.0,0.9653259919608063,,,,200.0,0.27,False,True,False,early_stopped,,,
compare_small_structured_dropout,hypertune-compare_small_structured_dropout,valid_route_accuracy,bc540b24ce63fa48db3d2f63634c29db3518c9db,bc540b24,2026-06-15T04:15:34+00:00,bump version to 0.1.5 and add release notes,1,COMPLETE,2026-06-15 04:35:00.766168,2026-06-15 04:41:54.187401,6.9,0.23207246498364506,dropout|head_dim|lr|n_heads|n_layers|structured_dropout_bottleneck,1.0,4.0,64.0,64.0,20.0,relu,False,0.24718074351547972,0.24718074351547972,0.24718074351547972,True,438.0,,0.09840068332993271,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,45,46.0,0.25,0.24718074351547972,64.0,0.09840068332993271,1.0,4.0,46.0,0.02650758080099794,0.1686267432650565,0.04876616535364606,0.17789147026755012,0.02816113390525923,0.23207246498364506,0.054084296904140246,7.068369626998901,438.0,,,,,46.0,0.23,False,False,False,complete,,,
nodropout-baseline,hypertune-nodropout-baseline,valid_route_accuracy,33df126f18ce48c5ef27a0a1ef320b3a079875d4,33df126f,2026-06-15T12:45:20+00:00,5trials,0,COMPLETE,2026-06-15 13:37:52.315466,2026-06-15 13:45:11.788395,7.3,0.05520328235732935,head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.0,0.0,0.0,True,484.0,0.10010099655424747,0.211,0.98,512.0,200.0,20.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,37,73.0,0.3359375,,256.0,0.211,1.0,3.0,38.0,0.006661696280141107,0.2348382310183375,0.0600023114529904,0.23039503480667617,0.05184632599776203,0.23173697894825127,0.05184632599776203,10.682994842529297,,,,,,200.0,0.19,False,True,False,early_stopped,,,
compare_small_structured_dropout,hypertune-compare_small_structured_dropout,valid_route_accuracy,bc540b24ce63fa48db3d2f63634c29db3518c9db,bc540b24,2026-06-15T04:15:34+00:00,bump version to 0.1.5 and add release notes,2,COMPLETE,2026-06-15 04:41:54.249142,2026-06-15 04:47:44.911541,5.8,0.21303363247504822,dropout|head_dim|lr|n_heads|n_layers|structured_dropout_bottleneck,1.0,4.0,256.0,256.0,20.0,relu,False,0.42975904887553706,0.42975904887553706,0.42975904887553706,True,289.0,,0.25291284839129047,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,25,26.0,0.2578125,0.42975904887553706,256.0,0.25291284839129047,1.0,4.0,26.0,0.03884866103445264,0.17769021766374912,0.055948823352255636,0.17990438647991278,0.030399104811637448,0.21303363247504822,0.04401342782543827,10.461670398712158,289.0,,,,,46.0,0.13,False,True,False,early_stopped,,,
small_baseline,hypertune-small_baseline,valid_route_accuracy,4b2f119ca23f517ef35cf582b8de71a0b38ed4f5,4b2f119c,2026-06-14T21:36:49+00:00,add --eval-n-batches to hypertune; fix missing logger in runner; reduce small.yaml eval defaults,1,COMPLETE,2026-06-14 22:00:08.067959,2026-06-14 22:02:56.760674,2.8,0.0,dropout|head_dim|lr|n_heads|n_layers,3.0,2.0,256.0,768.0,20.0,relu,False,0.33125435930776104,0.33125435930776104,0.33125435930776104,False,,,0.2755764298208671,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,5,35.0,,0.33125435930776104,256.0,0.2755764298208671,3.0,2.0,6.0,0.058657289440320295,0.16830591231289038,0.06030518680234395,0.20129162123626604,0.04177545691906005,0.20129162123626604,0.04177545691906005,17.945919036865234,,,,,,153.0,0.03,False,True,False,early_stopped,,,
nodropout-baseline,hypertune-nodropout-baseline,valid_route_accuracy,33df126f18ce48c5ef27a0a1ef320b3a079875d4,33df126f,2026-06-15T12:45:20+00:00,5trials,1,FAIL,2026-06-15 13:45:11.867267,2026-06-15 13:49:47.213250,4.6,,head_dim|lr|n_heads|n_layers,3.0,4.0,128.0,384.0,20.0,relu,False,0.0,0.0,0.0,True,240.0,1.3349115232751176,0.012170475763028314,0.98,512.0,200.0,20.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,19,20.0,,,64.0,0.00016589055306027452,2.0,4.0,20.0,0.628465624018149,0.19947664450927904,0.591073272838479,0.19953031955044873,0.044199925400969786,0.19953031955044873,0.044199925400969786,8.931432962417603,,,,,,200.0,0.1,True,False,False,killed,0.203632,0.045117,2.0
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,3,COMPLETE,2026-06-16 18:21:24.532715,2026-06-16 18:56:02.379524,34.6,0.0290683531987351,dropout|head_dim|lr|n_heads|n_layers,1.0,8.0,64.0,64.0,20.0,relu,False,0.2437723311495384,0.2437723311495384,0.2437723311495384,False,,,8.179365893179057e-05,0.98,512.0,100.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,99,100.0,0.203125,0.2437723311495384,64.0,8.179365893179057e-05,1.0,8.0,100.0,0.5847998164368399,0.19126330414072,0.5503581863965175,0.19424972061363405,0.028825103381172463,0.19424972061363405,0.0290683531987351,12.151267290115356,,,,,,100.0,1.0,False,False,False,complete,,,
retrosynformer_hypertune,hypertune-retrosynformer_hypertune,valid_route_accuracy,17bdc6e56edfc9b3ea0c02638f531a99e0763cb6,17bdc6e5,2026-06-15T20:56:32+00:00,hypertune: remove shared symlink lock; studies run in parallel by default,0,FAIL,2026-06-15 20:58:32.970507,2026-06-15 21:23:43.906874,25.2,,head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.211,0.98,512.0,200.0,30.0,10.0,crossEntropyLoss,2957.0,large,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,58,59.0,,,256.0,0.211,1.0,3.0,59.0,0.005745340485588831,0.13510399697806738,0.06729447798040823,0.13245563823697767,0.00976984499765148,0.16832665521846976,0.0199154532644434,19.428173542022705,,,,,,,0.295,False,False,False,no_complete_ref,,,
baseline_standard_200epochs,hypertune-baseline_standard_200epochs,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,0,FAIL,2026-06-16 09:20:13.171400,2026-06-16 11:35:58.118203,135.7,,,4.0,26.0,256.0,1024.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.211,0.98,512.0,200.0,50.0,20.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,50.0,2.0,100.0,20,21.0,,,,,,,21.0,0.012090347856538949,0.08288262584662713,0.06333534888446678,0.074215178299299,0.006689369982972513,0.11866300924514883,0.015446363415227439,368.62743878364563,,,,,,,0.105,False,False,False,no_complete_ref,,,
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,6,COMPLETE,2026-06-17 02:49:31.185619,2026-06-17 02:57:30.341192,8.0,0.010581367063974702,dropout|head_dim|lr|n_heads|n_layers,1.0,8.0,64.0,64.0,20.0,relu,False,0.1732968515451123,0.1732968515451123,0.1732968515451123,False,,,7.704485490863915e-05,0.98,512.0,100.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,14,215.0,0.3296875,0.1732968515451123,64.0,7.704485490863915e-05,1.0,8.0,15.0,1.1438615453062635,0.10145260128513657,1.0530570195626843,0.10327136035761454,0.010581367063974702,0.10327136035761454,0.010581367063974702,15.204938173294067,,,,,,100.0,0.15,False,False,True,complete_restarted,,,
retrosynformer_hypertune,hypertune-tiny,valid_route_accuracy,17d85b4d2f5227855da1ca718b91bd2ac79c559b,17d85b4d,2026-06-13T03:27:18+00:00,monitoring scripts,1,FAIL,2026-06-14 11:40:45.405882,2026-06-14 11:41:13.447949,0.5,,dropout|head_dim|lr|n_heads|n_layers,1.0,8.0,64.0,64.0,20.0,relu,False,0.07,0.07,0.07,False,,,0.4443375588707516,0.98,512.0,2.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,1,5.0,0.3046875,0.17,256.0,0.0009812846854586588,2.0,26.0,2.0,0.16416397927836937,0.09447468944566427,0.12685669501799912,0.10215549777740501,0.00876538604998135,0.10215549777740501,0.00876538604998135,8.74356198310852,,,,,,,1.0,False,False,False,no_complete_ref,,,
baseline_small_hyperparameter_tuning,hypertune-baseline_small_hyperparameter_tuning,valid_route_accuracy,96661e62769fd797bedcb96b1977fbd20daf933c,96661e62,2026-06-15T17:41:54+00:00,"plot-learning-curves: include RUNNING trials, not just COMPLETE",3,COMPLETE,2026-06-15 22:11:08.644243,2026-06-15 22:30:19.974559,19.2,0.002237970906378217,head_dim|lr|n_heads|n_layers,4.0,26.0,64.0,256.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.3543243538596878,0.98,512.0,80.0,30.0,10.0,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,30,31.0,0.046875,,64.0,0.3543243538596878,4.0,26.0,31.0,1.4364655044945804,0.034108340602159594,1.2953731062866392,0.035226033716346555,0.0001864975755315181,0.07221336911851044,0.002237970906378217,34.842793703079224,,,,,,80.0,0.3875,False,True,False,early_stopped,,,
baseline_small_hyperparameter_tuning,hypertune-baseline_small_hyperparameter_tuning,valid_route_accuracy,96661e62769fd797bedcb96b1977fbd20daf933c,96661e62,2026-06-15T17:41:54+00:00,"plot-learning-curves: include RUNNING trials, not just COMPLETE",2,COMPLETE,2026-06-15 22:04:37.575007,2026-06-15 22:11:08.569918,6.5,0.0003729951510630362,head_dim|lr|n_heads|n_layers,2.0,4.0,128.0,256.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.4691509513990827,0.98,512.0,80.0,30.0,10.0,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,30,31.0,0.0859375,,128.0,0.4691509513990827,2.0,4.0,31.0,1.57487213882533,0.0477135781674537,1.3880368570486705,0.048813218149794516,0.0001864975755315181,0.055439067348821605,0.0003729951510630362,10.09204387664795,,,,,,80.0,0.3875,False,True,False,early_stopped,,,
